Division,Date,HomeTeam,AwayTeam,Full_Time_Home_Team_Goals,Full_Time_Away_Team_Goals,Full_Time_Result,Half_Time_Home_Team_Goals,Half_Time_Away_Team_Goals,Half_Time_Result,Home_Team_Shots,Away_Team_Shots,Home_Team_Target_Shots,Away_Team_Target_Shots,Home_Team_Fouls_Commited,Away_Team_Fouls_Commited,Home_Team_Corners,Away_Team_Corners,Home_Team_Yellow_Cards,Away_Team_Yellow_Cards,Home_Team_Red_Cards,Home_Team_Red_Cards,Bet365_Home_Win_Odds,Bet365_Draw_Odds,Bet365_Away_Win_Odds,BetAndWin_Home_Win_Odds,BetAndWin_Draw_Odds,BetAndWin_Away_Win_Odds,Interwetten_Home_Win_Odds,Interwetten_Draw_Odds,Interwetten_Away_Win_Odds,WilliamHill_Home_Win_Odds,WilliamHill_Draw_Odds,WilliamHill_Away_Win_Odds,VCBet_Home_Win_Odds,VCBet_Draw_Odds,VCBet_Away_Win_Odds,Season,Home Overall Score,Home Attack Score,Home Middle Score,Home Defensive Score,Home Budget,Away Overall Score,Away Attack Score,Away Middle Score,Away Defensive Score,Away Budget
SP1,2010-06-02,Real Madrid,Espanol,3.0,0.0,H,2.0,0.0,H,26.0,13.0,8.0,3.0,15.0,22.0,7.0,4.0,2.0,3.0,0.0,0.0,1.2,6.5,13.0,1.2,6.5,10.5,1.2,6.0,12.0,1.17,6.5,12.0,1.18,6.0,15.0,2009_2010,83,71,80,72,100.0,75,73,67,67,11.0
SP1,2010-06-02,Valencia,Valladolid,2.0,0.0,H,2.0,0.0,H,25.0,12.0,10.0,4.0,19.0,10.0,10.0,8.0,1.0,2.0,0.0,0.0,1.36,5.0,7.5,1.3,5.0,9.0,1.35,4.5,8.5,1.3,4.8,8.5,1.3,5.0,9.0,2009_2010,80,73,76,75,18.0,74,68,71,71,3.3
SP1,2010-07-02,Almeria,Sp Gijon,3.0,1.0,H,2.0,1.0,H,13.0,14.0,3.0,7.0,10.0,21.0,4.0,6.0,0.0,7.0,1.0,2.0,2.1,3.3,3.5,2.1,3.2,3.4,2.1,3.2,3.5,2.15,3.2,3.2,2.05,3.2,3.5,2009_2010,74,69,69,68,2.8,73,69,71,68,1.9
SP1,2010-07-02,Ath Bilbao,Xerez,3.0,2.0,H,1.0,2.0,A,17.0,15.0,5.0,5.0,12.0,17.0,11.0,4.0,2.0,5.0,0.0,0.0,1.5,3.75,7.5,1.5,3.8,6.5,1.5,3.8,6.7,1.44,3.8,7.0,1.44,3.75,8.0,2009_2010,75,66,70,70,8.5,72,67,64,67,1.6
SP1,2010-07-02,Malaga,La Coruna,0.0,0.0,D,0.0,0.0,D,20.0,8.0,9.0,0.0,17.0,7.0,6.0,4.0,4.0,2.0,0.0,1.0,2.3,3.25,3.1,2.35,3.3,2.85,2.4,3.1,2.95,2.3,3.2,2.9,2.3,3.2,3.0,2009_2010,74,68,69,68,2.5,76,69,71,69,8.0
SP1,2010-07-02,Mallorca,Villarreal,1.0,0.0,H,0.0,0.0,D,11.0,9.0,3.0,2.0,21.0,12.0,3.0,4.0,3.0,5.0,0.0,0.0,2.3,3.25,3.1,2.35,3.4,3.0,2.3,3.2,3.0,2.3,3.2,2.9,2.25,3.25,3.0,2009_2010,73,70,70,68,2.0,78,78,75,74,17.5
SP1,2010-07-02,Osasuna,Tenerife,1.0,0.0,H,0.0,0.0,D,12.0,16.0,5.0,7.0,16.0,13.0,5.0,8.0,2.0,1.0,0.0,0.0,1.8,3.5,4.5,1.75,3.35,4.7,1.8,3.3,4.5,1.75,3.4,4.33,1.73,3.4,4.75,2009_2010,74,68,69,70,5.5,72,67,70,68,1.6
SP1,2010-07-02,Santander,Ath Madrid,1.0,1.0,D,1.0,1.0,D,12.0,9.0,4.0,1.0,20.0,13.0,5.0,8.0,2.0,0.0,0.0,0.0,2.4,3.3,2.88,2.5,3.3,2.85,2.4,3.1,2.95,2.4,3.3,2.7,2.5,3.2,2.75,2009_2010,75,68,71,65,3.5,79,70,73,69,25.0
SP1,2010-07-02,Zaragoza,Sevilla,2.0,1.0,H,2.0,1.0,H,11.0,12.0,4.0,4.0,24.0,14.0,5.0,6.0,5.0,1.0,1.0,2.0,3.5,3.3,2.1,3.5,3.45,2.1,3.4,3.25,2.1,3.25,3.3,2.05,3.4,3.25,2.05,2009_2010,74,70,72,68,5.0,79,71,78,71,30.0
SP1,2010-02-13,Sp Gijon,Valencia,1.0,1.0,D,1.0,0.0,H,10.0,17.0,6.0,8.0,18.0,11.0,6.0,6.0,3.0,2.0,0.0,0.0,4.33,3.6,1.8,4.45,3.65,1.8,4.3,3.4,1.8,4.0,3.4,1.8,4.0,3.6,1.8,2009_2010,73,69,71,68,1.9,80,73,76,75,18.0
SP1,2010-02-13,Villarreal,Ath Bilbao,2.0,1.0,H,2.0,1.0,H,13.0,7.0,5.0,2.0,12.0,16.0,6.0,9.0,1.0,2.0,1.0,2.0,1.8,3.5,4.5,1.8,3.65,4.5,1.9,3.3,3.9,1.83,3.4,4.0,1.73,3.5,4.5,2009_2010,78,78,75,74,17.5,75,66,70,70,8.5
SP1,2010-02-13,Xerez,Real Madrid,0.0,3.0,A,0.0,0.0,D,5.0,22.0,1.0,11.0,15.0,16.0,1.0,6.0,2.0,3.0,0.0,0.0,13.0,5.5,1.25,10.0,5.5,1.25,10.0,5.2,1.27,10.0,5.0,1.25,13.0,5.5,1.22,2009_2010,72,67,64,67,1.6,83,71,80,72,100.0
SP1,2010-02-14,Ath Madrid,Barcelona,2.0,1.0,H,2.0,1.0,H,13.0,13.0,6.0,7.0,19.0,13.0,5.0,7.0,2.0,5.0,0.0,0.0,4.5,3.75,1.73,4.85,3.75,1.72,4.9,3.5,1.7,5.0,3.75,1.6,4.75,3.75,1.67,2009_2010,79,70,73,69,25.0,84,73,77,74,85.0
SP1,2010-02-14,Espanol,La Coruna,2.0,0.0,H,1.0,0.0,H,17.0,5.0,9.0,1.0,15.0,20.0,5.0,2.0,3.0,3.0,0.0,1.0,2.3,3.2,3.2,2.35,3.25,2.85,2.4,3.1,2.95,2.3,3.1,3.0,2.25,3.0,3.25,2009_2010,75,73,67,67,11.0,76,69,71,69,8.0
SP1,2010-02-14,Getafe,Almeria,2.0,2.0,D,0.0,0.0,D,14.0,12.0,8.0,5.0,17.0,19.0,10.0,6.0,2.0,2.0,0.0,0.0,1.67,3.5,5.25,1.75,3.4,4.6,1.7,3.5,4.9,1.7,3.3,5.0,1.67,3.4,5.5,2009_2010,75,72,72,75,2.5,74,69,69,68,2.8
SP1,2010-02-14,Santander,Malaga,0.0,3.0,A,0.0,2.0,A,13.0,11.0,4.0,5.0,14.0,16.0,8.0,3.0,6.0,3.0,1.0,0.0,2.0,3.3,3.75,2.05,3.25,3.5,2.05,3.15,3.6,1.95,3.2,3.75,2.0,3.2,3.75,2009_2010,75,68,71,65,3.5,74,68,69,68,2.5
SP1,2010-02-14,Sevilla,Osasuna,1.0,0.0,H,1.0,0.0,H,13.0,10.0,3.0,5.0,15.0,14.0,3.0,7.0,1.0,3.0,0.0,0.0,1.67,3.5,5.5,1.6,3.65,5.45,1.6,3.6,5.6,1.61,3.6,5.0,1.62,3.6,5.5,2009_2010,79,71,78,71,30.0,74,68,69,70,5.5
SP1,2010-02-14,Valladolid,Zaragoza,1.0,1.0,D,1.0,1.0,D,20.0,10.0,7.0,3.0,17.0,15.0,7.0,2.0,4.0,4.0,0.0,1.0,2.25,3.3,3.2,2.25,3.25,3.05,2.1,3.3,3.35,2.2,3.2,3.1,2.2,3.2,3.2,2009_2010,74,68,71,71,3.3,74,70,72,68,5.0
SP1,2010-02-15,Tenerife,Mallorca,1.0,0.0,H,1.0,0.0,H,8.0,14.0,3.0,6.0,20.0,18.0,5.0,10.0,3.0,1.0,0.0,0.0,2.5,3.2,2.88,2.45,3.25,2.75,2.5,3.2,2.7,2.4,3.1,2.8,2.38,3.25,2.88,2009_2010,72,67,70,68,1.6,73,70,70,68,2.0
SP1,2010-02-20,Barcelona,Santander,4.0,0.0,H,3.0,0.0,H,16.0,5.0,9.0,0.0,14.0,13.0,6.0,0.0,3.0,4.0,0.0,0.0,1.2,6.5,13.0,1.18,6.35,13.0,1.2,5.7,13.0,1.14,7.0,12.0,1.18,6.0,17.0,2009_2010,84,73,77,74,85.0,75,68,71,65,3.5
SP1,2010-02-20,La Coruna,Xerez,2.0,1.0,H,2.0,1.0,H,11.0,11.0,5.0,2.0,24.0,20.0,3.0,3.0,3.0,5.0,0.0,0.0,1.53,3.75,7.0,1.45,3.85,7.5,1.45,4.0,7.0,1.45,3.75,7.0,1.5,4.0,6.5,2009_2010,76,69,71,69,8.0,72,67,64,67,1.6
SP1,2010-02-20,Mallorca,Sevilla,1.0,3.0,A,1.0,1.0,D,11.0,12.0,5.0,6.0,23.0,14.0,5.0,4.0,3.0,1.0,1.0,2.0,2.5,3.25,2.8,2.55,3.3,2.8,2.55,3.3,2.55,2.3,3.25,2.8,2.38,3.4,2.75,2009_2010,73,70,70,68,2.0,79,71,78,71,30.0
SP1,2010-02-21,Almeria,Ath Madrid,1.0,0.0,H,0.0,0.0,D,13.0,18.0,5.0,9.0,20.0,13.0,4.0,4.0,2.0,3.0,0.0,0.0,2.7,3.4,2.5,2.9,3.35,2.45,2.8,3.3,2.4,2.75,3.2,2.35,2.88,3.2,2.38,2009_2010,74,69,69,68,2.8,79,70,73,69,25.0
SP1,2010-02-21,Ath Bilbao,Tenerife,4.0,1.0,H,2.0,0.0,H,21.0,14.0,9.0,3.0,11.0,13.0,12.0,5.0,1.0,1.0,0.0,1.0,1.73,3.5,5.0,1.65,3.55,5.15,1.65,3.5,5.3,1.62,3.5,5.0,1.67,3.6,5.0,2009_2010,75,66,70,70,8.5,72,67,70,68,1.6
SP1,2010-02-21,Malaga,Espanol,2.0,1.0,H,1.0,1.0,D,11.0,12.0,2.0,4.0,20.0,9.0,4.0,7.0,5.0,2.0,1.0,0.0,2.2,3.3,3.25,2.1,3.25,3.35,2.0,3.3,3.6,2.1,3.2,3.2,2.1,3.2,3.5,2009_2010,74,68,69,68,2.5,75,73,67,67,11.0
SP1,2010-02-21,Osasuna,Valladolid,1.0,1.0,D,0.0,0.0,D,16.0,14.0,1.0,6.0,18.0,14.0,10.0,10.0,2.0,1.0,0.0,0.0,1.85,3.4,4.33,1.8,3.35,4.4,1.8,3.4,4.3,1.73,3.3,4.5,1.83,3.25,4.5,2009_2010,74,68,69,70,5.5,74,68,71,71,3.3
SP1,2010-02-21,Real Madrid,Villarreal,6.0,2.0,H,2.0,1.0,H,17.0,9.0,9.0,3.0,19.0,14.0,5.0,6.0,3.0,3.0,0.0,0.0,1.3,5.5,9.0,1.28,5.65,10.5,1.27,5.2,10.0,1.3,5.0,7.5,1.25,5.5,11.0,2009_2010,83,71,80,72,100.0,78,78,75,74,17.5
SP1,2010-02-21,Zaragoza,Sp Gijon,1.0,3.0,A,0.0,1.0,A,17.0,10.0,7.0,3.0,10.0,6.0,0.0,5.0,2.0,0.0,0.0,0.0,1.91,3.4,4.0,1.9,3.35,3.9,1.85,3.4,4.0,1.83,3.4,3.8,1.83,3.4,4.33,2009_2010,74,70,72,68,5.0,73,69,71,68,1.9
SP1,2010-02-22,Valencia,Getafe,2.0,1.0,H,1.0,0.0,H,12.0,15.0,7.0,3.0,17.0,9.0,3.0,5.0,2.0,6.0,1.0,0.0,1.57,4.0,5.5,1.5,3.8,6.5,1.55,3.7,6.0,1.53,3.5,6.0,1.53,3.75,6.5,2009_2010,80,73,76,75,18.0,75,72,72,75,2.5
SP1,2010-02-27,Barcelona,Malaga,2.0,1.0,H,0.0,0.0,D,20.0,5.0,8.0,2.0,10.0,16.0,13.0,3.0,1.0,1.0,0.0,0.0,1.17,7.0,15.0,1.15,7.0,14.0,1.17,6.5,14.0,1.14,6.0,21.0,1.12,8.0,21.0,2009_2010,84,73,77,74,85.0,74,68,69,68,2.5
SP1,2010-02-27,Getafe,Zaragoza,0.0,2.0,A,0.0,2.0,A,14.0,8.0,5.0,2.0,10.0,11.0,14.0,3.0,3.0,4.0,0.0,0.0,1.91,3.4,4.0,1.8,3.4,4.3,1.9,3.4,3.7,1.83,3.3,4.0,1.83,3.4,4.0,2009_2010,75,72,72,75,2.5,74,70,72,68,5.0
SP1,2010-02-27,Tenerife,Real Madrid,1.0,5.0,A,0.0,2.0,A,14.0,14.0,5.0,6.0,16.0,7.0,6.0,4.0,2.0,1.0,0.0,0.0,11.0,5.75,1.25,9.0,5.25,1.28,9.0,5.0,1.3,11.0,4.5,1.28,11.0,5.5,1.25,2009_2010,72,67,70,68,1.6,83,71,80,72,100.0
SP1,2010-02-28,Ath Madrid,Valencia,4.0,1.0,H,1.0,1.0,D,25.0,7.0,13.0,2.0,14.0,18.0,7.0,7.0,3.0,4.0,0.0,2.0,2.5,3.3,2.75,2.4,3.3,2.75,2.35,3.3,2.85,2.5,3.1,2.7,2.5,3.25,2.75,2009_2010,79,70,73,69,25.0,80,73,76,75,18.0
SP1,2010-02-28,Santander,Almeria,0.0,2.0,A,0.0,1.0,A,12.0,5.0,0.0,2.0,22.0,14.0,2.0,4.0,5.0,1.0,0.0,0.0,2.1,3.3,3.5,2.15,3.25,3.25,2.1,3.25,3.4,2.1,3.2,3.3,2.05,3.2,3.5,2009_2010,75,68,71,65,3.5,74,69,69,68,2.8
SP1,2010-02-28,Sevilla,Ath Bilbao,0.0,0.0,D,0.0,0.0,D,22.0,13.0,5.0,6.0,18.0,17.0,10.0,4.0,1.0,6.0,1.0,0.0,1.67,3.75,5.0,1.6,3.75,5.25,1.6,3.7,5.4,1.65,3.5,5.0,1.62,3.75,5.5,2009_2010,79,71,78,71,30.0,75,66,70,70,8.5
SP1,2010-02-28,Sp Gijon,Osasuna,3.0,2.0,H,1.0,1.0,D,15.0,11.0,6.0,5.0,18.0,11.0,5.0,4.0,4.0,1.0,0.0,0.0,2.38,3.25,3.0,2.3,3.25,2.95,2.2,3.3,3.1,2.4,3.1,2.8,2.3,3.2,3.0,2009_2010,73,69,71,68,1.9,74,68,69,70,5.5
SP1,2010-02-28,Valladolid,Mallorca,1.0,2.0,A,0.0,0.0,D,10.0,13.0,4.0,3.0,17.0,16.0,5.0,5.0,2.0,3.0,0.0,0.0,2.5,3.25,2.8,2.4,3.25,2.8,2.45,3.2,2.85,2.25,3.2,3.0,2.38,3.2,2.88,2009_2010,74,68,71,71,3.3,73,70,70,68,2.0
SP1,2010-02-28,Villarreal,La Coruna,1.0,0.0,H,1.0,0.0,H,19.0,8.0,6.0,2.0,16.0,13.0,5.0,3.0,2.0,3.0,0.0,0.0,1.91,3.4,4.0,1.95,3.35,3.7,1.9,3.3,3.9,1.95,3.3,3.6,1.91,3.25,4.0,2009_2010,78,78,75,74,17.5,76,69,71,69,8.0
SP1,2010-02-28,Xerez,Espanol,1.0,1.0,D,0.0,1.0,A,11.0,19.0,5.0,1.0,17.0,21.0,4.0,3.0,2.0,1.0,0.0,0.0,3.0,3.25,2.38,3.05,3.25,2.25,2.8,3.2,2.45,2.8,3.1,2.4,3.2,3.2,2.2,2009_2010,72,67,64,67,1.6,75,73,67,67,11.0
SP1,2010-06-03,Almeria,Barcelona,2.0,2.0,D,1.0,1.0,D,7.0,22.0,2.0,8.0,17.0,12.0,5.0,5.0,0.0,0.0,0.0,1.0,11.0,5.75,1.25,9.0,5.25,1.28,9.5,4.8,1.3,10.0,5.0,1.25,11.0,5.5,1.25,2009_2010,74,69,69,68,2.8,84,73,77,74,85.0
SP1,2010-06-03,La Coruna,Tenerife,3.0,1.0,H,1.0,1.0,D,7.0,11.0,3.0,2.0,12.0,17.0,4.0,3.0,1.0,1.0,0.0,0.0,1.62,3.6,5.75,1.6,3.65,5.5,1.6,3.6,5.6,1.67,3.5,4.8,1.67,3.4,5.5,2009_2010,76,69,71,69,8.0,72,67,70,68,1.6
SP1,2010-06-03,Real Madrid,Sevilla,3.0,2.0,H,0.0,1.0,A,34.0,2.0,13.0,1.0,19.0,16.0,6.0,5.0,4.0,4.0,0.0,0.0,1.4,4.5,8.0,1.35,4.8,7.5,1.4,4.3,7.5,1.36,4.5,7.0,1.36,4.5,8.0,2009_2010,83,71,80,72,100.0,79,71,78,71,30.0
SP1,2010-07-03,Ath Bilbao,Valladolid,2.0,0.0,H,2.0,0.0,H,11.0,13.0,8.0,2.0,7.0,13.0,8.0,3.0,0.0,0.0,0.0,0.0,1.67,3.6,5.25,1.7,3.65,4.5,1.7,3.5,4.9,1.7,3.4,4.8,1.67,3.6,5.0,2009_2010,75,66,70,70,8.5,74,68,71,71,3.3
SP1,2010-07-03,Espanol,Villarreal,0.0,0.0,D,0.0,0.0,D,16.0,16.0,6.0,6.0,14.0,14.0,10.0,8.0,1.0,4.0,1.0,0.0,2.4,3.25,2.9,2.35,3.3,2.85,2.4,3.3,2.8,2.4,3.2,2.75,2.38,3.2,2.88,2009_2010,75,73,67,67,11.0,78,78,75,74,17.5
SP1,2010-07-03,Malaga,Xerez,2.0,4.0,A,1.0,1.0,D,23.0,11.0,6.0,8.0,14.0,18.0,12.0,3.0,2.0,7.0,1.0,1.0,1.62,3.6,5.75,1.55,3.6,6.25,1.6,3.6,5.6,1.57,3.6,5.5,1.62,3.6,5.5,2009_2010,74,68,69,68,2.5,72,67,64,67,1.6
SP1,2010-07-03,Mallorca,Sp Gijon,3.0,0.0,H,1.0,0.0,H,13.0,5.0,4.0,1.0,12.0,18.0,4.0,5.0,1.0,3.0,0.0,0.0,1.73,3.6,4.75,1.7,3.5,4.85,1.7,3.5,4.9,1.73,3.4,4.5,1.73,3.6,4.5,2009_2010,73,70,70,68,2.0,73,69,71,68,1.9
SP1,2010-07-03,Osasuna,Getafe,0.0,0.0,D,0.0,0.0,D,27.0,13.0,8.0,3.0,18.0,16.0,5.0,4.0,1.0,4.0,0.0,0.0,2.2,3.25,3.25,2.15,3.3,3.2,2.1,3.3,3.35,2.2,3.25,3.0,2.1,3.2,3.4,2009_2010,74,68,69,70,5.5,75,72,72,75,2.5
SP1,2010-07-03,Zaragoza,Ath Madrid,1.0,1.0,D,1.0,0.0,H,12.0,6.0,5.0,2.0,23.0,20.0,4.0,4.0,7.0,3.0,0.0,1.0,2.5,3.3,2.8,2.6,3.35,2.5,2.4,3.4,2.75,2.5,3.2,2.62,2.5,3.25,2.75,2009_2010,74,70,72,68,5.0,79,70,73,69,25.0
SP1,2010-08-03,Valencia,Santander,0.0,0.0,D,0.0,0.0,D,17.0,11.0,3.0,4.0,11.0,16.0,4.0,3.0,2.0,4.0,1.0,0.0,1.57,3.8,6.0,1.5,4.0,6.0,1.5,3.9,6.5,1.57,3.6,5.5,1.53,3.75,6.5,2009_2010,80,73,76,75,18.0,75,68,71,65,3.5
SP1,2010-03-13,Getafe,Mallorca,3.0,0.0,H,1.0,0.0,H,18.0,12.0,9.0,3.0,16.0,10.0,9.0,3.0,4.0,0.0,0.0,1.0,2.1,3.3,3.5,2.1,3.3,3.3,2.15,3.25,3.25,2.05,3.25,3.3,2.05,3.25,3.5,2009_2010,75,72,72,75,2.5,73,70,70,68,2.0
SP1,2010-03-13,Sevilla,La Coruna,1.0,1.0,D,1.0,1.0,D,17.0,6.0,8.0,4.0,14.0,15.0,12.0,1.0,2.0,4.0,0.0,0.0,1.62,3.6,5.5,1.65,3.8,5.4,1.65,3.5,5.3,1.62,3.6,5.0,1.62,3.6,5.5,2009_2010,79,71,78,71,30.0,76,69,71,69,8.0
SP1,2010-03-13,Sp Gijon,Ath Bilbao,0.0,0.0,D,0.0,0.0,D,17.0,17.0,5.0,6.0,16.0,14.0,7.0,5.0,5.0,3.0,0.0,0.0,2.38,3.25,3.0,2.45,3.25,2.95,2.45,3.2,2.8,2.38,3.2,2.8,2.38,3.2,2.88,2009_2010,73,69,71,68,1.9,75,66,70,70,8.5
SP1,2010-03-14,Almeria,Malaga,1.0,0.0,H,0.0,0.0,D,7.0,15.0,3.0,3.0,10.0,11.0,6.0,7.0,2.0,3.0,0.0,0.0,2.1,3.3,3.5,2.05,3.3,3.45,2.1,3.25,3.4,2.0,3.25,3.5,1.95,3.2,4.0,2009_2010,74,69,69,68,2.8,74,68,69,68,2.5
SP1,2010-03-14,Barcelona,Valencia,3.0,0.0,H,0.0,0.0,D,19.0,7.0,8.0,4.0,10.0,19.0,7.0,3.0,1.0,4.0,0.0,1.0,1.4,4.5,8.0,1.4,4.8,7.65,1.4,4.5,7.0,1.4,4.33,6.5,1.36,4.5,8.0,2009_2010,84,73,77,74,85.0,80,73,76,75,18.0
SP1,2010-03-14,Santander,Zaragoza,0.0,0.0,D,0.0,0.0,D,9.0,8.0,3.0,4.0,28.0,19.0,3.0,4.0,1.0,2.0,0.0,0.0,2.2,3.3,3.25,2.25,3.25,3.05,2.1,3.3,3.5,2.15,3.25,3.1,2.2,3.2,3.25,2009_2010,75,68,71,65,3.5,74,70,72,68,5.0
SP1,2010-03-14,Tenerife,Espanol,4.0,1.0,H,1.0,0.0,H,21.0,10.0,8.0,3.0,17.0,22.0,9.0,2.0,1.0,4.0,0.0,0.0,2.2,3.3,3.25,2.25,3.3,3.0,2.3,3.2,3.0,2.2,3.25,3.0,2.2,3.2,3.2,2009_2010,72,67,70,68,1.6,75,73,67,67,11.0
SP1,2010-03-14,Valladolid,Real Madrid,1.0,4.0,A,0.0,2.0,A,11.0,21.0,2.0,11.0,27.0,22.0,2.0,2.0,5.0,3.0,0.0,0.0,10.0,5.25,1.29,10.5,5.65,1.28,10.0,5.0,1.27,9.5,5.25,1.25,11.0,5.5,1.25,2009_2010,74,68,71,71,3.3,83,71,80,72,100.0
SP1,2010-03-14,Villarreal,Xerez,2.0,0.0,H,1.0,0.0,H,25.0,4.0,9.0,2.0,11.0,19.0,6.0,3.0,1.0,3.0,0.0,0.0,1.36,4.5,9.0,1.35,4.6,8.0,1.4,4.5,7.0,1.33,4.5,8.5,1.3,4.75,11.0,2009_2010,78,78,75,74,17.5,72,67,64,67,1.6
SP1,2010-03-15,Ath Madrid,Osasuna,1.0,0.0,H,0.0,0.0,D,14.0,12.0,6.0,5.0,10.0,18.0,5.0,7.0,2.0,4.0,1.0,0.0,1.73,3.5,5.0,1.7,3.6,4.6,1.7,3.6,4.7,1.7,3.5,4.5,1.73,3.5,4.75,2009_2010,79,70,73,69,25.0,74,68,69,70,5.5
SP1,2010-03-20,Ath Bilbao,Getafe,2.0,2.0,D,1.0,1.0,D,11.0,15.0,3.0,8.0,15.0,19.0,5.0,5.0,2.0,4.0,1.0,1.0,2.1,3.3,3.5,2.05,3.4,3.3,2.0,3.3,3.6,2.0,3.2,3.6,2.0,3.25,3.75,2009_2010,75,66,70,70,8.5,75,72,72,75,2.5
SP1,2010-03-20,Espanol,Sevilla,2.0,0.0,H,1.0,0.0,H,24.0,11.0,7.0,2.0,18.0,9.0,2.0,7.0,3.0,2.0,0.0,0.0,3.2,3.3,2.25,3.0,3.3,2.25,3.2,3.2,2.2,3.1,3.1,2.2,3.2,3.2,2.2,2009_2010,75,73,67,67,11.0,79,71,78,71,30.0
SP1,2010-03-20,La Coruna,Valladolid,0.0,2.0,A,0.0,1.0,A,4.0,15.0,1.0,6.0,10.0,16.0,5.0,9.0,0.0,0.0,0.0,0.0,1.67,3.6,5.25,1.62,3.7,5.25,1.6,3.6,5.6,1.6,3.5,5.5,1.62,3.6,5.5,2009_2010,76,69,71,69,8.0,74,68,71,71,3.3
SP1,2010-03-20,Real Madrid,Sp Gijon,3.0,1.0,H,0.0,0.0,D,28.0,9.0,10.0,5.0,16.0,15.0,4.0,3.0,2.0,1.0,0.0,0.0,1.13,8.0,19.0,1.14,7.5,14.5,1.15,6.5,15.0,1.12,7.0,17.0,1.1,8.5,23.0,2009_2010,83,71,80,72,100.0,73,69,71,68,1.9
SP1,2010-03-20,Xerez,Tenerife,2.0,1.0,H,2.0,0.0,H,13.0,17.0,4.0,5.0,18.0,14.0,2.0,9.0,1.0,4.0,1.0,0.0,2.4,3.3,2.88,2.45,3.25,2.75,2.3,3.3,2.9,2.3,3.3,2.8,2.3,3.2,3.0,2009_2010,72,67,64,67,1.6,72,67,70,68,1.6
SP1,2010-03-21,Malaga,Villarreal,2.0,0.0,H,0.0,0.0,D,11.0,10.0,6.0,3.0,22.0,19.0,7.0,3.0,1.0,1.0,0.0,0.0,2.88,3.2,2.5,2.6,3.25,2.55,2.6,3.2,2.6,2.6,3.25,2.5,2.88,3.0,2.5,2009_2010,74,68,69,68,2.5,78,78,75,74,17.5
SP1,2010-03-21,Mallorca,Ath Madrid,4.0,1.0,H,2.0,1.0,H,18.0,10.0,9.0,5.0,16.0,16.0,7.0,3.0,1.0,1.0,0.0,1.0,2.1,3.3,3.5,2.1,3.4,3.2,2.2,3.2,3.2,2.0,3.2,3.6,2.1,3.2,3.5,2009_2010,73,70,70,68,2.0,79,70,73,69,25.0
SP1,2010-03-21,Osasuna,Santander,1.0,3.0,A,1.0,1.0,D,13.0,12.0,6.0,6.0,17.0,17.0,10.0,4.0,2.0,2.0,0.0,0.0,2.0,3.3,3.75,2.05,3.25,3.5,2.0,3.3,3.6,1.91,3.2,3.8,1.91,3.25,4.0,2009_2010,74,68,69,70,5.5,75,68,71,65,3.5
SP1,2010-03-21,Valencia,Almeria,2.0,0.0,H,0.0,0.0,D,23.0,8.0,7.0,3.0,15.0,18.0,5.0,8.0,2.0,2.0,0.0,0.0,1.57,3.75,6.0,1.55,4.0,5.5,1.6,3.6,5.6,1.53,3.6,6.0,1.57,3.6,6.0,2009_2010,80,73,76,75,18.0,74,69,69,68,2.8
SP1,2010-03-21,Zaragoza,Barcelona,2.0,4.0,A,0.0,1.0,A,10.0,18.0,2.0,6.0,22.0,18.0,7.0,6.0,3.0,3.0,0.0,0.0,11.0,5.25,1.29,9.0,5.0,1.3,8.0,4.8,1.33,9.0,4.75,1.3,11.0,4.75,1.29,2009_2010,74,70,72,68,5.0,84,73,77,74,85.0
SP1,2010-03-23,Sevilla,Xerez,1.0,1.0,D,0.0,0.0,D,19.0,6.0,3.0,1.0,8.0,17.0,4.0,5.0,0.0,2.0,0.0,0.0,1.29,5.25,11.0,1.25,5.25,11.0,1.25,5.5,10.0,1.25,5.25,9.5,1.25,5.5,11.0,2009_2010,79,71,78,71,30.0,72,67,64,67,1.6
SP1,2010-03-23,Sp Gijon,La Coruna,2.0,1.0,H,1.0,0.0,H,21.0,10.0,8.0,3.0,14.0,8.0,7.0,6.0,2.0,2.0,0.0,2.0,2.4,3.3,2.88,2.45,3.2,2.8,2.5,3.3,2.65,2.5,3.2,2.6,2.5,3.0,2.88,2009_2010,73,69,71,68,1.9,76,69,71,69,8.0
SP1,2010-03-24,Almeria,Zaragoza,1.0,0.0,H,0.0,0.0,D,11.0,14.0,3.0,4.0,14.0,22.0,5.0,5.0,3.0,4.0,0.0,0.0,2.05,3.3,3.6,2.0,3.4,3.5,2.2,3.3,3.1,2.1,3.2,3.3,2.1,3.2,3.5,2009_2010,74,69,69,68,2.8,74,70,72,68,5.0
SP1,2010-03-24,Barcelona,Osasuna,2.0,0.0,H,0.0,0.0,D,16.0,3.0,5.0,1.0,12.0,22.0,8.0,3.0,4.0,2.0,0.0,0.0,1.13,8.0,19.0,1.12,7.5,18.5,1.15,7.0,13.0,1.1,7.5,19.0,1.09,8.5,26.0,2009_2010,84,73,77,74,85.0,74,68,69,70,5.5
SP1,2010-03-24,Santander,Mallorca,0.0,0.0,D,0.0,0.0,D,10.0,13.0,4.0,4.0,15.0,22.0,7.0,7.0,1.0,1.0,0.0,0.0,2.35,3.3,3.0,2.35,3.25,2.9,2.4,3.3,2.8,2.5,3.2,2.6,2.3,3.2,3.0,2009_2010,75,68,71,65,3.5,73,70,70,68,2.0
